phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,n_jobs,fit_time,ext_time,total_time,n_obs,ari,ami
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.121498585,0.450603962,0.572102547,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.122322083,0.45202589,0.574347973,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.12178421,0.4518888,0.57367301,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.122555971,0.45122385,0.573779821,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.067727327,0.43286252,0.500589848,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.068216085,0.435923576,0.504139662,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.06724906,0.43365097,0.50090003,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.06755352,0.435096979,0.502650499,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.50917387,0.458595753,0.967769623,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.514264822,0.459009647,0.973274469,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.510740519,0.457839727,0.968580246,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.510782242,0.458771944,0.969554186,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.24944973,0.296178579,0.545628309,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.254514933,0.316525221,0.571040154,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.254906893,0.316564083,0.571470976,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.254952669,0.317060709,0.572013378,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.120198011,0.255170107,0.375368118,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.122215986,0.262920141,0.385136127,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.12168479,0.253137112,0.374821901,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.121495962,0.2641325,0.385628462,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.067421913,0.222851753,0.290273666,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.067504168,0.224653244,0.292157412,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.066565514,0.222050667,0.28861618,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.0676682,0.228414059,0.296082258,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.510563135,0.45587039,0.966433525,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.509992599,0.455351591,0.965344191,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.508273602,0.456184864,0.964458466,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.512751579,0.455713749,0.968465328,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.244564295,0.312442541,0.557006836,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.250324726,0.31231308,0.562637806,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.25049758,0.318119049,0.568616629,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.251784563,0.307078838,0.558863401,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.121485472,0.257558346,0.379043818,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.121181726,0.256174088,0.377355814,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.122677088,0.258117676,0.380794764,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.121724844,0.256518841,0.378243685,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.067227602,0.212525129,0.279752731,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.067149878,0.220630646,0.287780523,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.06734705,0.218108416,0.285455465,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.06825304,0.220328569,0.28858161,239,1,1
baseline,sdoclust_full,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,1.496743917,0,1.496743917,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,1.494722366,0,1.494722366,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,1.4958601,0,1.4958601,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,1.501331806,0,1.501331806,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.064202785,0,0.064202785,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.053323269,0,0.053323269,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.11651659,0,0.11651659,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.121278286,0,0.121278286,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.516174316,0,0.516174316,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.064543724,0,0.064543724,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.052675486,0,0.052675486,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.115687847,0,0.115687847,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.118340492,0,0.118340492,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.519633532,0,0.519633532,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.063995123,0,0.063995123,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.052750111,0,0.052750111,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.114652157,0,0.114652157,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.064310789,0,0.064310789,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.120406151,0,0.120406151,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.053778887,0,0.053778887,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.52519846,0,0.52519846,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.116550207,0,0.116550207,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.122445583,0,0.122445583,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,1,0,42,na,-1,-1,-1,2000,-1,-1,0.526306868,0,0.526306868,-1,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,2,0,25000,2000,5,-1,0.501941442,0.449753284,0.951694727,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,2,0,25000,2000,5,-1,0.496501923,0.450140476,0.946642399,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,2,0,25000,2000,5,-1,0.500525951,0.451323032,0.951848984,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,2,0,25000,2000,5,-1,0.502492428,0.450168848,0.952661276,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,4,0,12500,2000,5,-1,0.242335796,0.448689222,0.691025019,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,4,0,12500,2000,5,-1,0.240705252,0.448707819,0.689413071,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,4,0,12500,2000,5,-1,0.247631073,0.448268414,0.695899487,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,4,0,12500,2000,5,-1,0.242518902,0.448899746,0.691418648,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.12030673,0.44576478,0.56607151,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.119843245,0.445161104,0.565004349,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.120159626,0.44451046,0.564670086,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,8,0,6250,2000,5,-1,0.119895458,0.445614338,0.565509796,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.065275431,0.433242321,0.498517752,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.065228224,0.432923555,0.498151779,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.065061331,0.43513608,0.500197411,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,seq,16,0,3125,2000,5,-1,0.06580925,0.434926987,0.500736237,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.503405094,0.458574533,0.961979628,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.502794743,0.458516836,0.961311579,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.507354259,0.457429886,0.964784145,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,2,0,25000,2000,5,-1,0.503687859,0.458245277,0.961933136,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.240880966,0.31622982,0.557110786,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.239401579,0.305967331,0.54536891,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.242682457,0.28583169,0.528514147,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,4,0,12500,2000,5,-1,0.241967916,0.306309462,0.548277378,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.125941515,0.259819508,0.385761023,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.126259804,0.262229204,0.388489008,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.127032518,0.260804176,0.387836695,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,8,0,6250,2000,5,-1,0.126997471,0.254306793,0.381304264,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.065099478,0.222422123,0.287521601,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.065268755,0.222784519,0.288053274,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.067001343,0.223846197,0.29084754,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,joblib,16,0,3125,2000,5,-1,0.065967798,0.222243547,0.288211346,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.503611326,0.452519178,0.956130505,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.504095078,0.450503588,0.954598665,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.504335642,0.452761889,0.95709753,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,2,0,25000,2000,5,-1,0.504933119,0.452754021,0.95768714,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.243567228,0.297512531,0.54107976,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.252084255,0.314630032,0.566714287,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.250314951,0.301045895,0.551360846,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,4,0,12500,2000,5,-1,0.253711224,0.299051762,0.552762985,261,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.120480061,0.254448891,0.374928951,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.119426727,0.254102945,0.373529673,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.120365143,0.253477097,0.373842239,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,8,0,6250,2000,5,-1,0.119736433,0.255562782,0.375299215,253,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.065542221,0.216974974,0.282517195,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.066380501,0.218766451,0.285146952,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.065366507,0.219774246,0.285140753,239,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,1,0,42,dask,16,0,3125,2000,5,-1,0.065872908,0.219513655,0.285386562,239,1,1
baseline,sdoclust_full,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,1.500232697,0,1.500232697,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,1.504148483,0,1.504148483,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,1.494967461,0,1.494967461,-1,1,1
baseline,sdoclust_full,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,1.495846987,0,1.495846987,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.066903591,0,0.066903591,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.052307844,0,0.052307844,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.126311064,0,0.126311064,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.128327608,0,0.128327608,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.561915398,0,0.561915398,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.070120096,0,0.070120096,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.051754236,0,0.051754236,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.12204814,0,0.12204814,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.128417253,0,0.128417253,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.55341363,0,0.55341363,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.067858458,0,0.067858458,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.052893877,0,0.052893877,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.122506618,0,0.122506618,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.130274773,0,0.130274773,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.562510014,0,0.562510014,-1,1,1
baseline,kmeans_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.069888592,0,0.069888592,-1,1,1
baseline,minibatch_seq,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.05397892,0,0.05397892,-1,1,1
baseline,minibatch_joblib,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.124401569,0,0.124401569,-1,1,1
baseline,minibatch_dask,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.129457712,0,0.129457712,-1,1,1
baseline,daskml_kmeans,blobs,50000,50,5,2,0,42,na,-1,-1,-1,2000,-1,-1,0.566827297,0,0.566827297,-1,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,2,0,25000,2000,5,-1,0.50812602,0.448873281,0.956999302,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,2,0,25000,2000,5,-1,0.503737926,0.449578762,0.953316689,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,2,0,25000,2000,5,-1,0.508936882,0.448557377,0.957494259,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,2,0,25000,2000,5,-1,0.507252693,0.450407028,0.957659721,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,4,0,12500,2000,5,-1,0.242070436,0.452959299,0.695029736,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,4,0,12500,2000,5,-1,0.249305964,0.455276728,0.704582691,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,4,0,12500,2000,5,-1,0.248693228,0.453564882,0.70225811,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,4,0,12500,2000,5,-1,0.248976231,0.455630064,0.704606295,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,8,0,6250,2000,5,-1,0.119766712,0.438375711,0.558142424,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,8,0,6250,2000,5,-1,0.120079994,0.440272808,0.560352802,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,8,0,6250,2000,5,-1,0.120290995,0.441322088,0.561613083,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,8,0,6250,2000,5,-1,0.120370388,0.440329313,0.560699701,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,16,0,3125,2000,5,-1,0.064574003,0.427908897,0.492482901,237,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,16,0,3125,2000,5,-1,0.064898014,0.430832148,0.495730162,237,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,16,0,3125,2000,5,-1,0.066328526,0.432415247,0.498743773,237,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,seq,16,0,3125,2000,5,-1,0.065943003,0.431492329,0.497435331,237,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,2,0,25000,2000,5,-1,0.500407457,0.458655596,0.959063053,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,2,0,25000,2000,5,-1,0.501861334,0.458659649,0.960520983,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,2,0,25000,2000,5,-1,0.504663229,0.45918417,0.963847399,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,2,0,25000,2000,5,-1,0.507776976,0.459036112,0.966813087,263,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,4,0,12500,2000,5,-1,0.24332881,0.317617893,0.560946703,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,4,0,12500,2000,5,-1,0.25048995,0.318373203,0.568863153,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,4,0,12500,2000,5,-1,0.252504826,0.318775654,0.571280479,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,4,0,12500,2000,5,-1,0.24967885,0.318501472,0.568180323,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,8,0,6250,2000,5,-1,0.119823456,0.262720585,0.382544041,258,1,1
experiment,parallel_sdoclust,blobs,50000,50,5,2,0,42,joblib,8,0,6250,2000,5,-1,0.119853497,0.261862993,0.38171649,258,1,1
