phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,n_jobs,fit_time,ext_time,total_time,n_obs,ari,ami
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,2,0,26250,2000,5,-1,0.5083086490631104,0.4826014041900635,0.9909100532531738,263,0.9356988896052908,0.9198671879003697
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,4,0,13125,2000,5,-1,0.25135326385498047,0.25177907943725586,0.5031323432922363,263,0.9356842995585521,0.9197282016270593
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,8,0,6563,2000,5,-1,0.12616896629333496,0.14937043190002441,0.2755393981933594,252,0.9357120138530343,0.9199744182034681
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.05,42,dask,16,0,3282,2000,5,-1,0.06828451156616211,0.08210086822509766,0.15038537979125977,248,0.9357042941622805,0.9199057087439448
baseline,sdoclust_full,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,1.6642310619354248,0.0,1.6642310619354248,-1,0.804241632608749,0.8247903608442773
baseline,kmeans_seq,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.09983110427856445,0.0,0.09983110427856445,-1,0.8050971076160426,0.8271839339428572
baseline,minibatch_seq,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.04334902763366699,0.0,0.04334902763366699,-1,0.7989924807241297,0.9136446482622311
baseline,minibatch_joblib,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.0765829086303711,0.0,0.0765829086303711,-1,0.8048405739905887,0.8265235788214347
baseline,minibatch_dask,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.08627748489379883,0.0,0.08627748489379883,-1,0.8048405739905887,0.8265235788214347
baseline,daskml_kmeans,noisy_blobs,50000,50,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.5262060165405273,0.0,0.5262060165405273,-1,0.8008379054396677,0.914811110349838
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,seq,2,0,28750,2000,5,-1,0.5666615962982178,0.47826647758483887,1.0449280738830566,257,0.8041435922713928,0.8245387276637954
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,seq,4,0,14375,2000,5,-1,0.27230405807495117,0.49805474281311035,0.7703588008880615,260,0.8041412892052263,0.8245420522392823
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,seq,8,0,7188,2000,5,-1,0.13507556915283203,0.49941039085388184,0.6344859600067139,251,0.8040971845133563,0.8244104694320906
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,seq,16,0,3594,2000,5,-1,0.07388901710510254,0.4912896156311035,0.565178632736206,242,0.8041141584351519,0.8244579535321394
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,joblib,2,0,28750,2000,5,-1,0.5621099472045898,0.48324012756347656,1.0453500747680664,257,0.8041435922713928,0.8245387276637954
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,joblib,4,0,14375,2000,5,-1,0.2718691825866699,0.2589080333709717,0.5307772159576416,260,0.8041412892052263,0.8245420522392823
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,joblib,8,0,7188,2000,5,-1,0.1377396583557129,0.13690471649169922,0.2746443748474121,251,0.8040971845133563,0.8244104694320906
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,joblib,16,0,3594,2000,5,-1,0.07425665855407715,0.09536123275756836,0.1696178913116455,242,0.8041141584351519,0.8244579535321394
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,dask,2,0,28750,2000,5,-1,0.5658128261566162,0.47571778297424316,1.0415306091308594,257,0.8041435922713928,0.8245387276637954
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,dask,4,0,14375,2000,5,-1,0.2756040096282959,0.25226688385009766,0.5278708934783936,260,0.8041412892052263,0.8245420522392823
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,dask,8,0,7188,2000,5,-1,0.13444900512695312,0.15229082107543945,0.2867398262023926,251,0.8040971845133563,0.8244104694320906
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,1.0,0.15,42,dask,16,0,3594,2000,5,-1,0.07448339462280273,0.09132766723632812,0.16581106185913086,242,0.8041141584351519,0.8244579535321394
baseline,sdoclust_full,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,1.5709867477416992,0.0,1.5709867477416992,-1,0.9356916177421645,0.9197906277549193
baseline,kmeans_seq,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.06735372543334961,0.0,0.06735372543334961,-1,0.935688318968191,0.9197636932160034
baseline,minibatch_seq,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.026371002197265625,0.0,0.026371002197265625,-1,0.6616671977772102,0.7968936808823668
baseline,minibatch_joblib,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.10446572303771973,0.0,0.10446572303771973,-1,0.7800869003997472,0.8987001713774236
baseline,minibatch_dask,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.11045360565185547,0.0,0.11045360565185547,-1,0.7800869003997472,0.8987001713774236
baseline,daskml_kmeans,noisy_blobs,50000,50,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.4938373565673828,0.0,0.4938373565673828,-1,0.9356904856920708,0.9197837547132155
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,2,0,26250,2000,5,-1,0.5083081722259521,0.48775362968444824,0.9960618019104004,264,0.9356929737657095,0.9198190280161554
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,4,0,13125,2000,5,-1,0.2496030330657959,0.4595630168914795,0.7091660499572754,262,0.9356723629403646,0.9196208664608903
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,8,0,6563,2000,5,-1,0.133256196975708,0.46585631370544434,0.5991125106811523,257,0.9356929202064735,0.9198082042626008
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,seq,16,0,3282,2000,5,-1,0.06827330589294434,0.4479250907897949,0.5161983966827393,240,0.9357068625316438,0.9199364005258501
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,2,0,26250,2000,5,-1,0.508202314376831,0.4990122318267822,1.0072145462036133,264,0.9356929737657095,0.9198190280161554
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,4,0,13125,2000,5,-1,0.26245641708374023,0.2382822036743164,0.5007386207580566,262,0.9356723629403646,0.9196208664608903
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,8,0,6563,2000,5,-1,0.12543797492980957,0.13273072242736816,0.25816869735717773,257,0.9356929202064735,0.9198082042626008
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,joblib,16,0,3282,2000,5,-1,0.06920170783996582,0.09285950660705566,0.16206121444702148,240,0.9357068625316438,0.9199364005258501
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,2,0,26250,2000,5,-1,0.5105388164520264,0.4893801212310791,0.9999189376831055,264,0.9356929737657095,0.9198190280161554
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,4,0,13125,2000,5,-1,0.2548801898956299,0.23140358924865723,0.4862837791442871,262,0.9356723629403646,0.9196208664608903
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,8,0,6563,2000,5,-1,0.12644267082214355,0.1414790153503418,0.26792168617248535,257,0.9356929202064735,0.9198082042626008
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.05,42,dask,16,0,3282,2000,5,-1,0.06916165351867676,0.08350491523742676,0.15266656875610352,240,0.9357068625316438,0.9199364005258501
baseline,sdoclust_full,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,1.6717321872711182,0.0,1.6717321872711182,-1,0.8041956412682137,0.8246672267377813
baseline,kmeans_seq,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.0868830680847168,0.0,0.0868830680847168,-1,0.8041830432363265,0.8246634254440668
baseline,minibatch_seq,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.05613374710083008,0.0,0.05613374710083008,-1,0.8046960118666086,0.8259428160058272
baseline,minibatch_joblib,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.08355498313903809,0.0,0.08355498313903809,-1,0.781707413536043,0.8904450537472633
baseline,minibatch_dask,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.0937957763671875,0.0,0.0937957763671875,-1,0.781707413536043,0.8904450537472633
baseline,daskml_kmeans,noisy_blobs,50000,50,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.5633950233459473,0.0,0.5633950233459473,-1,0.7689360326628725,0.8823920103469317
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,seq,2,0,28750,2000,5,-1,0.5575542449951172,0.4790174961090088,1.036571741104126,260,0.804059437732111,0.8243051948257686
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,seq,4,0,14375,2000,5,-1,0.2705059051513672,0.5090880393981934,0.7795939445495605,258,0.804135685960047,0.8245248367720154
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,seq,8,0,7188,2000,5,-1,0.13863873481750488,0.5126242637634277,0.6512629985809326,254,0.8040630130495899,0.8243169530038658
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,seq,16,0,3594,2000,5,-1,0.07406306266784668,0.4992101192474365,0.5732731819152832,241,0.8040602759114439,0.8243100527104661
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,joblib,2,0,28750,2000,5,-1,0.5685124397277832,0.4850475788116455,1.0535600185394287,260,0.804059437732111,0.8243051948257686
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,joblib,4,0,14375,2000,5,-1,0.27903032302856445,0.26361823081970215,0.5426485538482666,258,0.804135685960047,0.8245248367720154
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,joblib,8,0,7188,2000,5,-1,0.13584399223327637,0.13802218437194824,0.2738661766052246,254,0.8040630130495899,0.8243169530038658
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,joblib,16,0,3594,2000,5,-1,0.07439589500427246,0.09517312049865723,0.1695690155029297,241,0.8040602759114439,0.8243100527104661
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,dask,2,0,28750,2000,5,-1,0.5622339248657227,0.47997236251831055,1.0422062873840332,260,0.804059437732111,0.8243051948257686
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,dask,4,0,14375,2000,5,-1,0.2722024917602539,0.25870442390441895,0.5309069156646729,258,0.804135685960047,0.8245248367720154
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,dask,8,0,7188,2000,5,-1,0.1354515552520752,0.15321683883666992,0.2886683940887451,254,0.8040630130495899,0.8243169530038658
experiment,parallel_sdoclust,noisy_blobs,50000,50,5,2.0,0.15,42,dask,16,0,3594,2000,5,-1,0.07407569885253906,0.09163403511047363,0.1657097339630127,241,0.8040602759114439,0.8243100527104661
baseline,sdoclust_full,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,2.4037652015686035,0.0,2.4037652015686035,-1,0.9359776161747261,0.9220780632956778
baseline,kmeans_seq,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.1893019676208496,0.0,0.1893019676208496,-1,0.9372802630732215,0.9308900386946537
baseline,minibatch_seq,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.07045769691467285,0.0,0.07045769691467285,-1,0.9370930366979228,0.9296570165310408
baseline,minibatch_joblib,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.2198317050933838,0.0,0.2198317050933838,-1,0.789966536389124,0.9166591995814423
baseline,minibatch_dask,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.13099002838134766,0.0,0.13099002838134766,-1,0.789966536389124,0.9166591995814423
baseline,daskml_kmeans,noisy_blobs,50000,100,5,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.6227517127990723,0.0,0.6227517127990723,-1,0.9373715121135999,0.9314848767676628
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,seq,2,0,26250,2000,5,-1,0.7872927188873291,0.7757878303527832,1.5630805492401123,264,0.9360165198732874,0.9223201268179432
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,seq,4,0,13125,2000,5,-1,0.3890566825866699,0.7519283294677734,1.1409850120544434,261,0.9360476395601768,0.9225476676899107
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,seq,8,0,6563,2000,5,-1,0.18810319900512695,0.7501065731048584,0.9382097721099854,253,0.9361137005029454,0.9230079846532
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,seq,16,0,3282,2000,5,-1,0.0986168384552002,0.6976816654205322,0.7962985038757324,240,0.9360253390220683,0.9224251514238693
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,joblib,2,0,26250,2000,5,-1,0.7820324897766113,0.7852780818939209,1.5673105716705322,264,0.9360165198732874,0.9223201268179432
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,joblib,4,0,13125,2000,5,-1,0.3875880241394043,0.38378143310546875,0.771369457244873,261,0.9360476395601768,0.9225476676899107
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,joblib,8,0,6563,2000,5,-1,0.18844294548034668,0.19788551330566406,0.38632845878601074,253,0.9361137005029454,0.9230079846532
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,joblib,16,0,3282,2000,5,-1,0.09884214401245117,0.1389305591583252,0.23777270317077637,240,0.9360253390220683,0.9224251514238693
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,dask,2,0,26250,2000,5,-1,0.7893552780151367,0.7812843322753906,1.5706396102905273,264,0.9360165198732874,0.9223201268179432
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,dask,4,0,13125,2000,5,-1,0.38916993141174316,0.37946128845214844,0.7686312198638916,261,0.9360476395601768,0.9225476676899107
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,dask,8,0,6563,2000,5,-1,0.19126057624816895,0.214385986328125,0.40564656257629395,253,0.9361137005029454,0.9230079846532
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.05,42,dask,16,0,3282,2000,5,-1,0.09832024574279785,0.13177180290222168,0.23009204864501953,240,0.9360253390220683,0.9224251514238693
baseline,sdoclust_full,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,2.630892276763916,0.0,2.630892276763916,-1,0.8067935900279505,0.8309766994004734
baseline,kmeans_seq,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.20052576065063477,0.0,0.20052576065063477,-1,0.8511517490158175,0.928713152164674
baseline,minibatch_seq,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.10135269165039062,0.0,0.10135269165039062,-1,0.8510890151982312,0.9285072849580416
baseline,minibatch_joblib,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.19841647148132324,0.0,0.19841647148132324,-1,0.8105160115707929,0.9268675190770593
baseline,minibatch_dask,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.11560630798339844,0.0,0.11560630798339844,-1,0.8105160115707929,0.9268675190770593
baseline,daskml_kmeans,noisy_blobs,50000,100,5,1.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.5613360404968262,0.0,0.5613360404968262,-1,0.8105160115707929,0.9268675190770594
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,seq,2,0,28750,2000,5,-1,0.86867356300354,0.86891770362854,1.73759126663208,263,0.8071423504847284,0.8318936442709988
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,seq,4,0,14375,2000,5,-1,0.4231998920440674,0.8316807746887207,1.254880666732788,260,0.8067926481194161,0.8310457180428527
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,seq,8,0,7188,2000,5,-1,0.20290875434875488,0.8254055976867676,1.0283143520355225,253,0.8065954085042054,0.8306052265402192
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,seq,16,0,3594,2000,5,-1,0.10695481300354004,0.7618145942687988,0.8687694072723389,241,0.8067168504961582,0.8308182313169595
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,joblib,2,0,28750,2000,5,-1,0.8647811412811279,0.8825671672821045,1.7473483085632324,263,0.8071423504847284,0.8318936442709988
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,joblib,4,0,14375,2000,5,-1,0.42153263092041016,0.42206645011901855,0.8435990810394287,260,0.8067926481194161,0.8310457180428527
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,joblib,8,0,7188,2000,5,-1,0.2030482292175293,0.2178037166595459,0.4208519458770752,253,0.8065954085042054,0.8306052265402192
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,joblib,16,0,3594,2000,5,-1,0.1069936752319336,0.15345096588134766,0.26044464111328125,241,0.8067168504961582,0.8308182313169595
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,dask,2,0,28750,2000,5,-1,0.8661801815032959,0.870995044708252,1.7371752262115479,263,0.8071423504847284,0.8318936442709988
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,dask,4,0,14375,2000,5,-1,0.4220261573791504,0.4426276683807373,0.8646538257598877,260,0.8067926481194161,0.8310457180428527
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,dask,8,0,7188,2000,5,-1,0.2029705047607422,0.2341785430908203,0.4371490478515625,253,0.8065954085042054,0.8306052265402192
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,1.0,0.15,42,dask,16,0,3594,2000,5,-1,0.10704922676086426,0.14410996437072754,0.2511591911315918,241,0.8067168504961582,0.8308182313169595
baseline,sdoclust_full,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,2.397416114807129,0.0,2.397416114807129,-1,0.9358478719586533,0.9210664502647639
baseline,kmeans_seq,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.1608273983001709,0.0,0.1608273983001709,-1,0.9361486974143798,0.9232612703099039
baseline,minibatch_seq,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.09419560432434082,0.0,0.09419560432434082,-1,0.7854772153697381,0.9095964193246322
baseline,minibatch_joblib,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.22082257270812988,0.0,0.22082257270812988,-1,0.7884238014550328,0.9135059722358283
baseline,minibatch_dask,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.1311328411102295,0.0,0.1311328411102295,-1,0.7884238014550328,0.9135059722358283
baseline,daskml_kmeans,noisy_blobs,50000,100,5,2.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.5984253883361816,0.0,0.5984253883361816,-1,0.9361734982588915,0.9234319696707567
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,seq,2,0,26250,2000,5,-1,0.7844140529632568,0.7956793308258057,1.5800933837890625,264,0.9358689530140809,0.9212192730718521
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,seq,4,0,13125,2000,5,-1,0.3894050121307373,0.7625327110290527,1.15193772315979,261,0.9359110818635041,0.9215032438555932
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,seq,8,0,6563,2000,5,-1,0.18937039375305176,0.759906530380249,0.9492769241333008,254,0.9359448023724998,0.9217650271381029
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,seq,16,0,3282,2000,5,-1,0.09958076477050781,0.7114112377166748,0.8109920024871826,241,0.935885852031277,0.9213663643306305
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,joblib,2,0,26250,2000,5,-1,0.790947437286377,0.805772066116333,1.59671950340271,264,0.9358689530140809,0.9212192730718521
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,joblib,4,0,13125,2000,5,-1,0.3927009105682373,0.3956105709075928,0.7883114814758301,261,0.9359110818635041,0.9215032438555932
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,joblib,8,0,6563,2000,5,-1,0.18916821479797363,0.19929766654968262,0.38846588134765625,254,0.9359448023724998,0.9217650271381029
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,joblib,16,0,3282,2000,5,-1,0.09882354736328125,0.1392803192138672,0.23810386657714844,241,0.935885852031277,0.9213663643306305
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,dask,2,0,26250,2000,5,-1,0.7794113159179688,0.7986304759979248,1.5780417919158936,264,0.9358689530140809,0.9212192730718521
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,dask,4,0,13125,2000,5,-1,0.3881070613861084,0.3971140384674072,0.7852210998535156,261,0.9359110818635041,0.9215032438555932
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,dask,8,0,6563,2000,5,-1,0.18833303451538086,0.2153327465057373,0.40366578102111816,254,0.9359448023724998,0.9217650271381029
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.05,42,dask,16,0,3282,2000,5,-1,0.09815430641174316,0.19684457778930664,0.2949988842010498,241,0.935885852031277,0.9213663643306305
baseline,sdoclust_full,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,2.6245481967926025,0.0,2.6245481967926025,-1,0.8057546423622879,0.8284946063045816
baseline,kmeans_seq,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.2621121406555176,0.0,0.2621121406555176,-1,0.8371448442200368,0.8931769816075467
baseline,minibatch_seq,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.0502622127532959,0.0,0.0502622127532959,-1,0.606224327898246,0.7767020605839464
baseline,minibatch_joblib,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.23163604736328125,0.0,0.23163604736328125,-1,0.8337229803629945,0.8855500578814801
baseline,minibatch_dask,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.14327502250671387,0.0,0.14327502250671387,-1,0.8337229803629945,0.8855500578814801
baseline,daskml_kmeans,noisy_blobs,50000,100,5,2.0,0.15,42,na,-1,-1,-1,2000,-1,-1,0.5878136157989502,0.0,0.5878136157989502,-1,0.35286316282265046,0.6526266358026729
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,seq,2,0,28750,2000,5,-1,0.8728196620941162,0.8719198703765869,1.7447395324707031,261,0.8061024355110518,0.8294747784840739
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,seq,4,0,14375,2000,5,-1,0.4242246150970459,0.8385705947875977,1.2627952098846436,262,0.8055365727166777,0.8280700390751897
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,seq,8,0,7188,2000,5,-1,0.20421171188354492,0.8462529182434082,1.0504646301269531,258,0.8052872438896568,0.8274630337233173
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,seq,16,0,3594,2000,5,-1,0.10813403129577637,0.7740111351013184,0.8821451663970947,244,0.8055294117602502,0.8280380953745062
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,joblib,2,0,28750,2000,5,-1,0.864678144454956,0.8810393810272217,1.7457175254821777,261,0.8061024355110518,0.8294747784840739
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,joblib,4,0,14375,2000,5,-1,0.42293429374694824,0.42446231842041016,0.8473966121673584,262,0.8055365727166777,0.8280700390751897
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,joblib,8,0,7188,2000,5,-1,0.2050313949584961,0.21995115280151367,0.42498254776000977,258,0.8052872438896568,0.8274630337233173
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,joblib,16,0,3594,2000,5,-1,0.10771012306213379,0.15332555770874023,0.261035680770874,244,0.8055294117602502,0.8280380953745062
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,dask,2,0,28750,2000,5,-1,0.8582668304443359,0.8728947639465332,1.7311615943908691,261,0.8061024355110518,0.8294747784840739
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,dask,4,0,14375,2000,5,-1,0.42168378829956055,0.420698881149292,0.8423826694488525,262,0.8055365727166777,0.8280700390751897
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,dask,8,0,7188,2000,5,-1,0.20443391799926758,0.2441246509552002,0.4485585689544678,258,0.8052872438896568,0.8274630337233173
experiment,parallel_sdoclust,noisy_blobs,50000,100,5,2.0,0.15,42,dask,16,0,3594,2000,5,-1,0.10762858390808105,0.1455245018005371,0.25315308570861816,244,0.8055294117602502,0.8280380953745062
baseline,sdoclust_full,noisy_blobs,50000,50,10,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,1.5298171043395996,0.0,1.5298171043395996,-1,0.9364216202717552,0.9367877720216935
baseline,kmeans_seq,noisy_blobs,50000,50,10,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.1036527156829834,0.0,0.1036527156829834,-1,0.9365208062221829,0.9374319062614808
baseline,minibatch_seq,noisy_blobs,50000,50,10,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.04729652404785156,0.0,0.04729652404785156,-1,0.9365584756489492,0.9376194362058158
baseline,minibatch_joblib,noisy_blobs,50000,50,10,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.10066437721252441,0.0,0.10066437721252441,-1,0.8076485696770836,0.9300567722174782
baseline,minibatch_dask,noisy_blobs,50000,50,10,1.0,0.05,42,na,-1,-1,-1,2000,-1,-1,0.14850378036499023,0.0,0.14850378036499023,-1,0.8076485696770836,0.9300567722174782
