phase,method,dataset,N,d,centers,std,noise_frac,seed,backend,n_splits,splitA_pos,splitA_size,chunksize,knn_eff,n_jobs,fit_time,ext_time,total_time,n_obs,ari,ami
baseline,minibatch_dask,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.09989237785339355,0.0,0.09989237785339355,-1,1.0,1.0
baseline,daskml_kmeans,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.42593836784362793,0.0,0.42593836784362793,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,2,0,25000,2000,5,-1,0.48493027687072754,0.44144105911254883,0.9263713359832764,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,4,0,12500,2000,5,-1,0.24013638496398926,0.4475390911102295,0.6876754760742188,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,8,0,6250,2000,5,-1,0.12013626098632812,0.4298417568206787,0.5499780178070068,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,16,0,3125,2000,5,-1,0.06548404693603516,0.4216935634613037,0.48717761039733887,237,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.48348093032836914,0.45528364181518555,0.9387645721435547,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.23914217948913574,0.23674368858337402,0.47588586807250977,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.11948752403259277,0.11734461784362793,0.2368321418762207,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.0651998519897461,0.08079838752746582,0.14599823951721191,237,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,2,0,25000,2000,5,-1,0.4820563793182373,0.4432544708251953,0.9253108501434326,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,4,0,12500,2000,5,-1,0.24520063400268555,0.22665023803710938,0.4718508720397949,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,8,0,6250,2000,5,-1,0.11896872520446777,0.13434863090515137,0.25331735610961914,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,16,0,3125,2000,5,-1,0.06639528274536133,0.07972216606140137,0.1461174488067627,237,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,1.4273922443389893,0.0,1.4273922443389893,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.05259132385253906,0.0,0.05259132385253906,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.044257164001464844,0.0,0.044257164001464844,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.08844757080078125,0.0,0.08844757080078125,-1,1.0,1.0
baseline,minibatch_dask,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.10139584541320801,0.0,0.10139584541320801,-1,1.0,1.0
baseline,daskml_kmeans,blobs,50000,50,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.4277005195617676,0.0,0.4277005195617676,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,2,0,25000,2000,5,-1,0.4802112579345703,0.4413614273071289,0.9215726852416992,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,4,0,12500,2000,5,-1,0.2379603385925293,0.4470336437225342,0.6849939823150635,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,8,0,6250,2000,5,-1,0.12523961067199707,0.43048954010009766,0.5557291507720947,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,seq,16,0,3125,2000,5,-1,0.06592583656311035,0.42215394973754883,0.4880797863006592,237,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.4818716049194336,0.4546213150024414,0.936492919921875,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.24560022354125977,0.23648452758789062,0.4820847511291504,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.11981534957885742,0.11844253540039062,0.23825788497924805,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.06566858291625977,0.08068156242370605,0.14635014533996582,237,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,2,0,25000,2000,5,-1,0.48488402366638184,0.4434330463409424,0.9283170700073242,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,4,0,12500,2000,5,-1,0.24642491340637207,0.24831891059875488,0.49474382400512695,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,8,0,6250,2000,5,-1,0.11984443664550781,0.13344192504882812,0.25328636169433594,258,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,5,2.0,0.0,42,dask,16,0,3125,2000,5,-1,0.06599187850952148,0.07871246337890625,0.14470434188842773,237,1.0,1.0
baseline,sdoclust_full,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,2.266409397125244,0.0,2.266409397125244,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.11481714248657227,0.0,0.11481714248657227,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.04447746276855469,0.0,0.04447746276855469,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.22819304466247559,0.0,0.22819304466247559,-1,0.7825705095421217,0.9056734666714398
baseline,minibatch_dask,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.13227295875549316,0.0,0.13227295875549316,-1,0.7825705095421217,0.9056734666714398
baseline,daskml_kmeans,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.4890716075897217,0.0,0.4890716075897217,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,2,0,25000,2000,5,-1,0.7503347396850586,0.7327086925506592,1.4830434322357178,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,4,0,12500,2000,5,-1,0.3680915832519531,0.7449495792388916,1.1130411624908447,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,8,0,6250,2000,5,-1,0.17995047569274902,0.6906948089599609,0.87064528465271,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,16,0,3125,2000,5,-1,0.09349703788757324,0.7007429599761963,0.7942399978637695,247,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.7505042552947998,0.7420845031738281,1.492588758468628,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.36454010009765625,0.37966322898864746,0.7442033290863037,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.17929863929748535,0.18067622184753418,0.35997486114501953,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.09343981742858887,0.1376340389251709,0.23107385635375977,247,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,2,0,25000,2000,5,-1,0.7389912605285645,0.7342755794525146,1.473266839981079,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,4,0,12500,2000,5,-1,0.36455225944519043,0.39815378189086914,0.7627060413360596,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,8,0,6250,2000,5,-1,0.17952609062194824,0.19938921928405762,0.37891530990600586,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,16,0,3125,2000,5,-1,0.09435296058654785,0.13083410263061523,0.22518706321716309,247,1.0,1.0
baseline,sdoclust_full,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,2.269521951675415,0.0,2.269521951675415,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.11143136024475098,0.0,0.11143136024475098,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.042050838470458984,0.0,0.042050838470458984,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.21338820457458496,0.0,0.21338820457458496,-1,0.7825705095421217,0.9056734666714398
baseline,minibatch_dask,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.13088369369506836,0.0,0.13088369369506836,-1,0.7825705095421217,0.9056734666714398
baseline,daskml_kmeans,blobs,50000,100,5,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.4828617572784424,0.0,0.4828617572784424,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,2,0,25000,2000,5,-1,0.7468223571777344,0.7339153289794922,1.4807376861572266,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,4,0,12500,2000,5,-1,0.36678552627563477,0.7436754703521729,1.1104609966278076,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,8,0,6250,2000,5,-1,0.18041610717773438,0.6917662620544434,0.8721823692321777,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,seq,16,0,3125,2000,5,-1,0.09324502944946289,0.7019412517547607,0.7951862812042236,247,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.7469630241394043,0.7431044578552246,1.490067481994629,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.3656888008117676,0.3802309036254883,0.7459197044372559,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.18014097213745117,0.18111681938171387,0.36125779151916504,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.09431934356689453,0.13848280906677246,0.232802152633667,247,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,2,0,25000,2000,5,-1,0.7435767650604248,0.7354180812835693,1.4789948463439941,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,4,0,12500,2000,5,-1,0.3766019344329834,0.39969444274902344,0.7762963771820068,261,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,8,0,6250,2000,5,-1,0.17852306365966797,0.19814443588256836,0.37666749954223633,254,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,1.0,0.0,42,dask,16,0,3125,2000,5,-1,0.09312772750854492,0.13082337379455566,0.22395110130310059,247,1.0,1.0
baseline,sdoclust_full,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,2.292417049407959,0.0,2.292417049407959,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.11417293548583984,0.0,0.11417293548583984,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.04609799385070801,0.0,0.04609799385070801,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.29979777336120605,0.0,0.29979777336120605,-1,1.0,1.0
baseline,minibatch_dask,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.21117711067199707,0.0,0.21117711067199707,-1,1.0,1.0
baseline,daskml_kmeans,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.4838578701019287,0.0,0.4838578701019287,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,2,0,25000,2000,5,-1,0.7490649223327637,0.7341628074645996,1.4832277297973633,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,4,0,12500,2000,5,-1,0.37320685386657715,0.7414460182189941,1.1146528720855713,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,8,0,6250,2000,5,-1,0.1796436309814453,0.7002091407775879,0.8798527717590332,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,16,0,3125,2000,5,-1,0.09353852272033691,0.6931369304656982,0.7866754531860352,243,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.7407352924346924,0.7440924644470215,1.4848277568817139,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.3639369010925293,0.38021349906921387,0.7441504001617432,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.1795060634613037,0.18178153038024902,0.36128759384155273,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.0940101146697998,0.13773369789123535,0.23174381256103516,243,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,2,0,25000,2000,5,-1,0.741844892501831,0.7365531921386719,1.478398084640503,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,4,0,12500,2000,5,-1,0.37433862686157227,0.37596607208251953,0.7503046989440918,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,8,0,6250,2000,5,-1,0.17983007431030273,0.20825791358947754,0.3880879878997803,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,16,0,3125,2000,5,-1,0.09409236907958984,0.12887144088745117,0.22296380996704102,243,1.0,1.0
baseline,sdoclust_full,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,2.294628381729126,0.0,2.294628381729126,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.1170499324798584,0.0,0.1170499324798584,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.045432329177856445,0.0,0.045432329177856445,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.30377888679504395,0.0,0.30377888679504395,-1,1.0,1.0
baseline,minibatch_dask,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.20601582527160645,0.0,0.20601582527160645,-1,1.0,1.0
baseline,daskml_kmeans,blobs,50000,100,5,2.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.4839010238647461,0.0,0.4839010238647461,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,2,0,25000,2000,5,-1,0.7516279220581055,0.7368350028991699,1.4884629249572754,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,4,0,12500,2000,5,-1,0.36646199226379395,0.7436892986297607,1.1101512908935547,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,8,0,6250,2000,5,-1,0.18083643913269043,0.7019157409667969,0.8827521800994873,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,seq,16,0,3125,2000,5,-1,0.09417462348937988,0.6974120140075684,0.7915866374969482,243,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,2,0,25000,2000,5,-1,0.7505371570587158,0.7459964752197266,1.4965336322784424,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,4,0,12500,2000,5,-1,0.373729944229126,0.3803083896636963,0.7540383338928223,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,8,0,6250,2000,5,-1,0.17917513847351074,0.18192744255065918,0.3611025810241699,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,joblib,16,0,3125,2000,5,-1,0.0944218635559082,0.13805627822875977,0.23247814178466797,243,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,2,0,25000,2000,5,-1,0.7462372779846191,0.7343103885650635,1.4805476665496826,263,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,4,0,12500,2000,5,-1,0.36420154571533203,0.37569117546081543,0.7398927211761475,262,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,8,0,6250,2000,5,-1,0.17959022521972656,0.18062686920166016,0.3602170944213867,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,100,5,2.0,0.0,42,dask,16,0,3125,2000,5,-1,0.09371662139892578,0.12909412384033203,0.2228107452392578,243,1.0,1.0
baseline,sdoclust_full,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,1.4648661613464355,0.0,1.4648661613464355,-1,1.0,1.0
baseline,kmeans_seq,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.07899212837219238,0.0,0.07899212837219238,-1,1.0,1.0
baseline,minibatch_seq,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.04273486137390137,0.0,0.04273486137390137,-1,1.0,1.0
baseline,minibatch_joblib,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.10927295684814453,0.0,0.10927295684814453,-1,0.8715195949495864,0.9547870612042475
baseline,minibatch_dask,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.14913392066955566,0.0,0.14913392066955566,-1,0.8715195949495864,0.9547870612042475
baseline,daskml_kmeans,blobs,50000,50,10,1.0,0.0,42,na,-1,-1,-1,2000,-1,-1,0.40668272972106934,0.0,0.40668272972106934,-1,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,10,1.0,0.0,42,seq,2,0,25000,2000,5,-1,0.48697447776794434,0.44570326805114746,0.9326777458190918,264,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,10,1.0,0.0,42,seq,4,0,12500,2000,5,-1,0.24808526039123535,0.4394340515136719,0.6875193119049072,260,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,10,1.0,0.0,42,seq,8,0,6250,2000,5,-1,0.12024497985839844,0.42730116844177246,0.5475461483001709,253,1.0,1.0
experiment,parallel_sdoclust,blobs,50000,50,10,1.0,0.0,42,seq,16,0,3125,2000,5,-1,0.06569623947143555,0.4261200428009033,0.49181628227233887,238,1.0,1.0
